,feature_name
2993,gdi32.dll:CreateBitmapIndirect
2994,msvbvm60.dll:__vbaR8FixI4
2995,msvbvm60.dll:__vbaVarTstGt
2996,msvbvm60.dll:__vbaPowerR8
2997,advapi32.dll:ChangeServiceConfig2A
2998,msvcp60.dll:??1_Lockit@std@@QAE@XZ
2999,msvcp60.dll:??0_Lockit@std@@QAE@XZ
3000,iphlpapi.dll:GetPerAdapterInfo
3001,msvcrt.dll:__p___argc
3002,kernel32.dll:CreateMailslotW
3003,kernel32.dll:CancelIo
3004,ipsmsnap.dll:DllGetClassObject
3005,ipsmsnap.dll:DllUnregisterServer
3006,ipsmsnap.dll:DllCanUnloadNow
3007,ipsmsnap.dll:DllRegisterServer
3008,rasapi32.dll:DwRasUninitialize
3009,odbctrac.dll:TraceSQLConnect
3010,odbctrac.dll:TraceSQLFetch
3011,odbctrac.dll:TraceSQLError
3012,shimeng.dll:SE_InstallAfterInit
3013,shimeng.dll:SE_DllLoaded
3014,shimeng.dll:SE_InstallBeforeInit
3015,shimeng.dll:SE_IsShimDll
3016,kernel32.dll:GetConsoleAliasW
3017,kernel32.dll:FindResourceExA
3018,kernel32.dll:OpenSemaphoreW
3019,advapi32.dll:LookupAccountNameA
3020,winscard.dll:SCardForgetReaderA
3021,ws2_32.dll:WSASetEvent
3022,kernel32.dll:WriteConsoleInputA
3023,kernel32.dll:VerLanguageNameA
3024,kernel32.dll:IsBadHugeReadPtr
3025,kernel32.dll:GetLargestConsoleWindowSize
3026,gdi32.dll:EnumICMProfilesA
3027,gdi32.dll:CreateFontIndirectExA
3028,gdi32.dll:CopyMetaFileW
3029,kernel32.dll:GetOverlappedResult
3030,kernel32.dll:FatalExit
3031,mshtml.dll:ShowModalDialog
3032,mshtml.dll:DllCanUnloadNow
3033,mshtml.dll:PrintHTML
3034,mshtml.dll:DllGetClassObject
3035,msvbvm60.dll:__vbaR8Sgn
3036,msvbvm60.dll:__vbaFpR8
3037,shlwapi.dll:StrChrW
3038,shlwapi.dll:StrCpyNW
3039,kernel32.dll:GetPrivateProfileIntA
3040,kernel32.dll:GetAtomNameA
3041,shlwapi.dll:PathRemoveExtensionA
3042,oleacc.dll:AccessibleObjectFromWindow
3043,gdi32.dll:PolylineTo
3044,gdi32.dll:PlayMetaFileRecord
3045,gdi32.dll:PlayMetaFile
3046,gdi32.dll:CreateHatchBrush
3047,gdi32.dll:CopyMetaFileA
3048,gdi32.dll:SetMapperFlags
3049,gdi32.dll:SetTextJustification
3050,gdi32.dll:SetGraphicsMode
3051,shell32.dll:ExtractIconA
3052,ole32.dll:OleDuplicateData
3053,ole32.dll:ReleaseStgMedium
3054,ole32.dll:CoTreatAsClass
3055,ole32.dll:ReadClassStg
3056,ole32.dll:ReadFmtUserTypeStg
3057,ole32.dll:WriteFmtUserTypeStg
3058,ole32.dll:SetConvertStg
3059,msvcrt.dll:_strupr
3060,kernel32.dll:SetCommBreak
3061,kernel32.dll:GlobalGetAtomNameW
3062,user32.dll:BroadcastSystemMessage
3063,ole32.dll:OleCreateStaticFromData
3064,olepro32.dll:
3065,winmm.dll:waveOutClose
3066,winmm.dll:waveOutPrepareHeader
3067,winmm.dll:waveInOpen
3068,winmm.dll:waveInPrepareHeader
3069,winmm.dll:waveInStart
3070,winmm.dll:waveInReset
3071,winmm.dll:waveInUnprepareHeader
3072,winmm.dll:waveInClose
3073,winmm.dll:waveInAddBuffer
3074,winmm.dll:waveInStop
3075,msvcp60.dll:?_Tidy@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@AAEX_N@Z
3076,msvcp60.dll:?_C@?1??_Nullstr@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@CAPBDXZ@4DB
3077,msvcp60.dll:??1?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QAE@XZ
3078,msvcp60.dll:?assign@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QAEAAV12@ABV12@II@Z
3079,msvcp60.dll:?npos@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@2IB
3080,msvcp60.dll:?assign@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QAEAAV12@PBDI@Z
3081,ws2_32.dll:WSAJoinLeaf
3082,kernel32.dll:GetCompressedFileSizeA
3083,kernel32.dll:SetFileValidData
3084,winmm.dll:timeSetEvent
3085,winmm.dll:timeKillEvent
3086,wsock32.dll:getpeername
3087,odbc32.dll:SQLGetDiagFieldW
3088,odbc32.dll:SQLDescribeColW
3089,odbc32.dll:SQLSetStmtAttrW
3090,odbc32.dll:SQLExecDirectW
3091,odbc32.dll:SQLAllocHandle
3092,odbc32.dll:SQLPrepareW
3093,odbc32.dll:SQLBindParameter
3094,odbc32.dll:SQLExecute
3095,odbc32.dll:SQLFreeHandle
3096,odbc32.dll:SQLGetData
3097,odbc32.dll:SQLConnectW
3098,odbc32.dll:SQLDisconnect
3099,odbc32.dll:SQLDriverConnectW
3100,odbc32.dll:SQLSetEnvAttr
3101,odbc32.dll:SQLNumResultCols
3102,odbc32.dll:SQLFetchScroll
3103,odbc32.dll:SQLFetch
3104,kernel32.dll:EnumResourceTypesA
3105,kernel32.dll:EnumResourceNamesA
3106,kernel32.dll:FindCloseChangeNotification
3107,kernel32.dll:ReplaceFileA
3108,kernel32.dll:LocalLock
3109,kernel32.dll:OpenWaitableTimerA
3110,advapi32.dll:EnumDependentServicesW
3111,msvcrt.dll:_CIsin
3112,gdi32.dll:EnumFontFamiliesA
3113,iphlpapi.dll:SendARP
3114,powrprof.dll:ReadGlobalPwrPolicy
3115,winmm.dll:waveOutReset
3116,winmm.dll:mmioRead
3117,winmm.dll:mmioAscend
3118,kernel32.dll:SetThreadPriorityBoost
3119,winscard.dll:SCardReconnect
3120,shell32.dll:SHFormatDrive
3121,setupapi.dll:SetupIterateCabinetW
3122,urlmon.dll:URLDownloadToCacheFileW
3123,msi.dll:MsiAdvertiseProductW
3124,msi.dll:MsiDatabaseCommit
3125,msi.dll:MsiConfigureFeatureA
3126,msi.dll:MsiCollectUserInfoA
3127,clbcatq.dll:SetSetupSave
3128,wtsapi32.dll:WTSUnRegisterSessionNotification
3129,wtsapi32.dll:WTSVirtualChannelQuery
3130,wtsapi32.dll:WTSEnumerateServersA
3131,wtsapi32.dll:WTSSendMessageA
3132,wtsapi32.dll:WTSVirtualChannelOpen
3133,wtsapi32.dll:WTSEnumerateProcessesA
3134,wtsapi32.dll:WTSSetSessionInformationW
3135,wtsapi32.dll:WTSVirtualChannelWrite
3136,azroles.dll:AzFreeMemory
3137,azroles.dll:AzGroupCreate
3138,dbnmpntw.dll:ConnectionWrite
3139,dbnmpntw.dll:ConnectionClose
3140,dbnmpntw.dll:ConnectionError
3141,kernel32.dll:GetConsoleTitleW
3142,uxtheme.dll:GetThemeTextExtent
3143,uxtheme.dll:GetThemeFilename
3144,uxtheme.dll:OpenThemeData
3145,uxtheme.dll:GetThemeInt
3146,uxtheme.dll:DrawThemeBackground
3147,uxtheme.dll:GetThemeBool
3148,uxtheme.dll:GetThemeColor
3149,uxtheme.dll:GetThemeSysSize
3150,uxtheme.dll:GetThemeTextMetrics
3151,uxtheme.dll:GetWindowTheme
3152,uxtheme.dll:DrawThemeEdge
3153,uxtheme.dll:GetThemeRect
3154,uxtheme.dll:CloseThemeData
3155,azroles.dll:AzAddPropertyItem
3156,azroles.dll:AzApplicationCreate
3157,azroles.dll:AzApplicationDelete
3158,azroles.dll:AzApplicationClose
3159,gpedit.dll:ImportRSoPData
3160,gpedit.dll:DeleteGPOLink
3161,gpedit.dll:CreateGPOLink
3162,gpedit.dll:BrowseForGPO
3163,kernel32.dll:GetBinaryTypeA
3164,kernel32.dll:CopyFileExA
3165,d3dim.dll:D3DRealloc
3166,d3dim.dll:D3DFree
3167,d3dim.dll:D3DMalloc
3168,d3dim.dll:Direct3DGetSWRastZPixFmts
3169,kernel32.dll:K32GetModuleBaseNameW
3170,msvfw32.dll:DrawDibEnd
3171,shlwapi.dll:StrDupW
3172,shlwapi.dll:StrChrIW
3173,shlwapi.dll:StrCatW
3174,shlwapi.dll:PathIsRootW
3175,msvcrt.dll:towlower
3176,msvcrt.dll:_mbschr
3177,msvcrt.dll:_mbsinc
3178,msvcrt.dll:_mbsrchr
3179,msvcrt.dll:_wtoi
3180,kernel32.dll:TerminateJobObject
3181,kernel32.dll:QueueUserAPC
3182,kernel32.dll:DeleteTimerQueueTimer
3183,kernel32.dll:ChangeTimerQueueTimer
3184,kernel32.dll:SwitchToFiber
3185,kernel32.dll:CreateTimerQueueTimer
3186,msvcrt.dll:_findfirst
3187,msvcrt.dll:_utime
3188,msvcrt.dll:_stati64
3189,msvcrt.dll:wprintf
3190,msvcrt.dll:_spawnlp
3191,msvcrt.dll:__RTDynamicCast
3192,msvcrt.dll:vsprintf
3193,msvcrt.dll:_vscprintf
3194,msvcrt.dll:_findnext
3195,msvcrt.dll:_findclose
3196,msvcrt.dll:_locking
3197,msvcrt.dll:ispunct
3198,msvcrt.dll:??_U@YAPAXI@Z
3199,msvcrt.dll:_getcwd
3200,msvcrt.dll:_chdir
3201,msvcrt.dll:rewind
3202,msvcrt.dll:isdigit
3203,msvcrt.dll:sinh
3204,msvcrt.dll:cosh
3205,msvcrt.dll:tanh
3206,msvcrt.dll:_CItanh
3207,msvcrt.dll:_CIcosh
3208,msvcrt.dll:_CIsinh
3209,msvcrt.dll:tmpfile
3210,msvcrt.dll:_popen
3211,msvcrt.dll:clearerr
3212,msvcrt.dll:fscanf
3213,msvcrt.dll:_pclose
3214,msvcrt.dll:difftime
3215,msvcrt.dll:mktime
3216,msvcrt.dll:gmtime
3217,msvcrt.dll:strftime
3218,msvcrt.dll:clock
3219,msvcrt.dll:tmpnam
3220,msvcrt.dll:rename
3221,msvcrt.dll:remove
3222,msvcrt.dll:floor
3223,msvcrt.dll:ldexp
3224,msvcrt.dll:_rmdir
3225,gdiplus.dll:GdipLoadImageFromStreamICM
3226,ole32.dll:CreateOleAdviseHolder
3227,ole32.dll:OleCreate
3228,shell32.dll:ShellAboutA
3229,winmm.dll:mid32Message
3230,winmm.dll:WOW32ResolveMultiMediaHandle
3231,winmm.dll:mciGetCreatorTask
3232,urlmon.dll:CoInternetGetSecurityUrl
3233,urlmon.dll:CreateFormatEnumerator
3234,gdi32.dll:GetICMProfileA
3235,kernel32.dll:CreateDirectoryExW
3236,kernel32.dll:Module32Next
3237,kernel32.dll:Module32First
3238,kernel32.dll:MoveFileWithProgressA
3239,wavemsp.dll:DllCanUnloadNow
3240,wavemsp.dll:DllGetClassObject
3241,wavemsp.dll:DllRegisterServer
3242,wavemsp.dll:DllUnregisterServer
3243,usp10.dll:ScriptXtoCP
3244,usp10.dll:ScriptGetFontProperties
3245,usp10.dll:ScriptStringFree
3246,usp10.dll:ScriptStringOut
3247,usp10.dll:ScriptStringAnalyse
3248,usp10.dll:ScriptCPtoX
3249,usp10.dll:ScriptPlace
3250,usp10.dll:ScriptLayout
3251,usp10.dll:ScriptShape
3252,usp10.dll:ScriptItemize
3253,usp10.dll:ScriptFreeCache
3254,psapi.dll:QueryWorkingSet
3255,shlwapi.dll:UrlCreateFromPathA
3256,shlwapi.dll:UrlCreateFromPathW
3257,shlwapi.dll:PathGetCharTypeW
3258,kernel32.dll:GetCurrencyFormatW
3259,kernel32.dll:GetComputerNameExW
3260,kernel32.dll:GetNamedPipeInfo
3261,kernel32.dll:DefineDosDeviceW
3262,kernel32.dll:WaitNamedPipeW
3263,kernel32.dll:TransactNamedPipe
3264,kernel32.dll:SetNamedPipeHandleState
3265,kernel32.dll:UnregisterWaitEx
3266,kernel32.dll:RtlCaptureStackBackTrace
3267,kernel32.dll:SetInformationJobObject
3268,kernel32.dll:ReplaceFileW
3269,kernel32.dll:CreateJobObjectW
3270,kernel32.dll:GetProcessHandleCount
3271,kernel32.dll:GetSystemPowerStatus
3272,gdi32.dll:SetMiterLimit
3273,gdi32.dll:GetWorldTransform
3274,gdi32.dll:GdiComment
3275,gdi32.dll:SetDIBitsToDevice
3276,gdi32.dll:EnumEnhMetaFile
3277,gdi32.dll:GetICMProfileW
3278,gdi32.dll:SetDCPenColor
3279,gdi32.dll:AddFontMemResourceEx
3280,gdi32.dll:GetTextExtentPointI
3281,gdi32.dll:GetGlyphIndicesW
3282,gdi32.dll:GetFontUnicodeRanges
3283,gdi32.dll:GetOutlineTextMetricsW
3284,winspool.drv:GetPrinterW
3285,comdlg32.dll:PrintDlgExW
3286,advapi32.dll:CreateRestrictedToken
3287,advapi32.dll:RegDisablePredefinedCache
3288,advapi32.dll:TraceEvent
3289,advapi32.dll:RegisterTraceGuidsW
3290,advapi32.dll:UnregisterTraceGuids
3291,advapi32.dll:GetTraceLoggerHandle
3292,advapi32.dll:GetTraceEnableLevel
3293,advapi32.dll:GetTraceEnableFlags
3294,advapi32.dll:CryptSetHashParam
3295,advapi32.dll:CryptSignHashW
3296,ole32.dll:RegisterDragDrop
3297,ole32.dll:PropVariantClear
3298,ole32.dll:RevokeDragDrop
3299,ole32.dll:DoDragDrop
3300,userenv.dll:GetProfileType
3301,urlmon.dll:CoInternetCreateSecurityManager
3302,rpcrt4.dll:UuidCreateSequential
3303,rpcrt4.dll:UuidToStringW
3304,rpcrt4.dll:RpcStringFreeW
3305,dhcpcsvc.dll:DhcpRequestParams
3306,dhcpcsvc.dll:DhcpCApiInitialize
3307,wtsapi32.dll:WTSRegisterSessionNotification
3308,secur32.dll:CompleteAuthToken
3309,secur32.dll:InitializeSecurityContextA
3310,secur32.dll:AcquireCredentialsHandleA
3311,secur32.dll:QuerySecurityPackageInfoW
3312,secur32.dll:FreeContextBuffer
3313,secur32.dll:InitializeSecurityContextW
3314,secur32.dll:FreeCredentialsHandle
3315,secur32.dll:AcquireCredentialsHandleW
3316,crypt32.dll:CertFreeCertificateContext
3317,crypt32.dll:CertOpenStore
3318,crypt32.dll:CryptFindOIDInfo
3319,crypt32.dll:CryptExportPublicKeyInfoEx
3320,crypt32.dll:CryptSignAndEncodeCertificate
3321,crypt32.dll:CertAddEncodedCertificateToStore
3322,crypt32.dll:CertAddCertificateContextToStore
3323,crypt32.dll:CertSetCertificateContextProperty
3324,crypt32.dll:CertAddSerializedElementToStore
3325,crypt32.dll:CryptAcquireCertificatePrivateKey
3326,crypt32.dll:CertRDNValueToStrW
3327,crypt32.dll:CertFreeCertificateChainEngine
3328,crypt32.dll:CertCreateCertificateChainEngine
3329,crypt32.dll:CertCompareCertificateName
3330,crypt32.dll:CertGetPublicKeyLength
3331,crypt32.dll:CryptHashCertificate
3332,iphlpapi.dll:NotifyAddrChange
3333,iphlpapi.dll:CancelIPChangeNotify
3334,imm32.dll:ImmNotifyIME
3335,imm32.dll:ImmSetConversionStatus
3336,imm32.dll:ImmGetConversionStatus
3337,imm32.dll:ImmGetIMEFileNameW
3338,imm32.dll:ImmDisableTextFrameService
3339,setupapi.dll:SetupDiDestroyDeviceInfoList
3340,setupapi.dll:SetupDiEnumDeviceInfo
3341,setupapi.dll:SetupDiGetDeviceInstallParamsW
3342,setupapi.dll:SetupDiSetDeviceInstallParamsW
3343,setupapi.dll:SetupDiGetClassDevsW
3344,setupapi.dll:SetupDiGetDeviceRegistryPropertyW
3345,setupapi.dll:SetupDiEnumDeviceInterfaces
3346,setupapi.dll:SetupDiGetDeviceInterfaceDetailW
3347,setupapi.dll:SetupDiBuildDriverInfoList
3348,setupapi.dll:SetupDiEnumDriverInfoW
3349,setupapi.dll:SetupDiDestroyDriverInfoList
3350,winmm.dll:midiOutUnprepareHeader
3351,winmm.dll:midiOutShortMsg
3352,winmm.dll:midiOutLongMsg
3353,winmm.dll:midiOutReset
3354,winmm.dll:midiInGetNumDevs
3355,winmm.dll:midiInGetDevCapsW
3356,winmm.dll:midiInOpen
3357,winmm.dll:midiInClose
3358,winmm.dll:midiInPrepareHeader
3359,winmm.dll:midiInUnprepareHeader
3360,winmm.dll:midiInAddBuffer
3361,winmm.dll:midiInStart
3362,winmm.dll:midiInStop
3363,winmm.dll:midiInReset
3364,winmm.dll:waveInGetNumDevs
3365,winmm.dll:waveInMessage
3366,winmm.dll:midiOutPrepareHeader
3367,winmm.dll:waveInGetDevCapsW
3368,winmm.dll:midiOutClose
3369,winmm.dll:midiOutOpen
3370,winmm.dll:waveOutUnprepareHeader
3371,winmm.dll:waveOutPause
3372,winmm.dll:waveOutRestart
3373,winmm.dll:midiOutGetDevCapsW
3374,winmm.dll:midiOutGetNumDevs
3375,winmm.dll:waveOutGetDevCapsW
3376,ws2_32.dll:WSCEnumProtocols
3377,ws2_32.dll:WSAGetOverlappedResult
3378,ws2_32.dll:WSAResetEvent
3379,ws2_32.dll:WSASocketW
3380,ws2_32.dll:WSALookupServiceBeginW
3381,ws2_32.dll:WSALookupServiceEnd
3382,ws2_32.dll:WSAWaitForMultipleEvents
3383,ws2_32.dll:WSALookupServiceNextW
3384,ws2_32.dll:WSACloseEvent
3385,ws2_32.dll:WSACreateEvent
3386,ws2_32.dll:WSAEnumNetworkEvents
3387,shlwapi.dll:PathIsDirectoryEmptyW
3388,gdiplus.dll:GdipDrawImageRectRectI
3389,gdi32.dll:GetTextExtentExPointA
3390,gdi32.dll:GetCharWidth32A
3391,gdi32.dll:GetCharWidth32W
3392,gdi32.dll:SetPaletteEntries
3393,imm32.dll:ImmSetCompositionFontA
3394,user32.dll:SetClassLongPtrA
3395,user32.dll:GetWindowLongPtrA
3396,user32.dll:SetWindowLongPtrA
3397,kernel32.dll:RtlUnwindEx
3398,msvcrt.dll:ceil
3399,kernel32.dll:RemoveVectoredExceptionHandler
3400,shlwapi.dll:PathRemoveArgsA
3401,shlwapi.dll:PathGetArgsA
3402,shlwapi.dll:PathAddBackslashA
3403,shlwapi.dll:PathQuoteSpacesA
3404,msvcrt.dll:fmod
3405,msvcrt.dll:_mbctohira
3406,msvcrt.dll:_rotl
3407,mpr.dll:WNetAddConnection2A
3408,mpr.dll:WNetAddConnection3A
3409,mpr.dll:WNetAddConnectionA
3410,mpr.dll:WNetDisconnectDialog1A
3411,mpr.dll:WNetCancelConnectionA
3412,mpr.dll:WNetConnectionDialog1A
3413,user32.dll:DdeAccessData
3414,user32.dll:DdeConnect
3415,user32.dll:CallMsgFilterA
3416,user32.dll:PackDDElParam
3417,user32.dll:SetWinEventHook
3418,user32.dll:VkKeyScanExW
3419,kernel32.dll:UnregisterWait
3420,kernel32.dll:GetNumaHighestNodeNumber
3421,kernel32.dll:QueryDepthSList
3422,kernel32.dll:InterlockedFlushSList
3423,cabinet.dll:
3424,d3d8.dll:ValidatePixelShader
3425,d3d8.dll:DebugSetMute
3426,d3d8.dll:Direct3DCreate8
3427,d3d8.dll:ValidateVertexShader
3428,crypt32.dll:CertOpenSystemStoreA
3429,crypt32.dll:CertCreateCertificateContext
3430,user32.dll:ExcludeUpdateRgn
3431,winmm.dll:waveInGetDevCapsA
3432,winmm.dll:waveOutGetPosition
3433,winmm.dll:mixerGetNumDevs
3434,winmm.dll:mixerOpen
3435,winmm.dll:mixerGetDevCapsA
3436,winmm.dll:mixerGetLineInfoA
3437,winmm.dll:mixerGetLineControlsA
3438,winmm.dll:mixerGetControlDetailsA
3439,winmm.dll:mixerSetControlDetails
3440,winmm.dll:mixerClose
3441,winspool.drv:GetJobW
3442,kernel32.dll:GetProfileIntW
3443,kernel32.dll:GetAtomNameW
3444,kernel32.dll:DisconnectNamedPipe
3445,crypt32.dll:CertCompareCertificate
3446,crypt32.dll:CertNameToStrA
3447,crypt32.dll:CryptEnumOIDInfo
3448,crypt32.dll:CertControlStore
3449,crypt32.dll:CertCreateCRLContext
3450,crypt32.dll:CertDuplicateCRLContext
3451,crypt32.dll:CertAddStoreToCollection
3452,crypt32.dll:CertCreateContext
3453,authz.dll:AuthzAddSidsToContext
3454,authz.dll:AuthzFreeResourceManager
3455,kernel32.dll:GetConsoleAliasesW
3456,kernel32.dll:GetPrivateProfileStructW
3457,kernel32.dll:SetThreadIdealProcessor
3458,kernel32.dll:GetProfileSectionA
3459,kernel32.dll:DeleteVolumeMountPointA
3460,kernel32.dll:OpenSemaphoreA
3461,kernel32.dll:GetCalendarInfoW
3462,kernel32.dll:GetConsoleCursorInfo
3463,kernel32.dll:SetComputerNameExA
3464,kernel32.dll:CreateTapePartition
3465,kernel32.dll:SetTapePosition
3466,kernel32.dll:GetConsoleAliasExesA
3467,kernel32.dll:Toolhelp32ReadProcessMemory
3468,kernel32.dll:MapUserPhysicalPagesScatter
3469,kernel32.dll:ConvertThreadToFiber
3470,kernel32.dll:OpenWaitableTimerW
3471,kernel32.dll:SetVolumeMountPointA
3472,kernel32.dll:GetCurrencyFormatA
3473,kernel32.dll:CancelWaitableTimer
3474,kernel32.dll:GetTapeStatus
3475,kernel32.dll:GetNamedPipeHandleStateA
3476,kernel32.dll:SetCalendarInfoW
3477,kernel32.dll:DefineDosDeviceA
3478,kernel32.dll:BindIoCompletionCallback
3479,kernel32.dll:MoveFileWithProgressW
3480,kernel32.dll:SetMailslotInfo
3481,rpcrt4.dll:UuidCreateNil
3482,rpcrt4.dll:I_RpcBindingInqTransportType
3483,rpcrt4.dll:RpcMgmtEnableIdleCleanup
3484,rpcrt4.dll:RpcBindingInqAuthClientW
3485,rpcrt4.dll:RpcAsyncGetCallStatus
3486,rpcrt4.dll:RpcNetworkIsProtseqValidA
3487,rpcrt4.dll:RpcBindingReset
3488,rpcrt4.dll:RpcServerUseProtseqW
3489,rpcrt4.dll:RpcBindingToStringBindingW
3490,rpcrt4.dll:RpcRevertToSelf
3491,rpcrt4.dll:NDRCContextBinding
3492,rpcrt4.dll:NdrServerCall2
3493,rpcrt4.dll:RpcBindingSetAuthInfoExW
3494,rpcrt4.dll:NdrMesTypeAlignSize2
3495,rpcrt4.dll:RpcStringBindingComposeW
3496,rpcrt4.dll:RpcBindingServerFromClient
3497,rpcrt4.dll:RpcServerUseProtseqIfW
3498,rpcrt4.dll:RpcSsContextLockExclusive
3499,rpcrt4.dll:RpcMgmtEpEltInqDone
3500,rpcrt4.dll:NdrUserMarshalBufferSize
3501,rpcrt4.dll:RpcBindingFree
3502,rpcrt4.dll:RpcMgmtStatsVectorFree
3503,rpcrt4.dll:RpcRaiseException
3504,rpcrt4.dll:RpcCancelThread
3505,rpcrt4.dll:NdrClientCall
3506,rpcrt4.dll:NdrStubCall
3507,rpcrt4.dll:RpcServerUseProtseqEpW
3508,rpcrt4.dll:RpcMgmtIsServerListening
3509,rpcrt4.dll:NdrPointerUnmarshall
3510,rpcrt4.dll:RpcStringBindingComposeA
3511,rpcrt4.dll:RpcServerRegisterAuthInfoA
3512,rpcrt4.dll:NdrConvert2
3513,rpcrt4.dll:NdrOleAllocate
3514,rpcrt4.dll:RpcServerYield
3515,rpcrt4.dll:RpcServerUnregisterIf
3516,rpcrt4.dll:NdrClientCall2
3517,rpcrt4.dll:RpcUserFree
3518,rpcrt4.dll:NdrStubCall2
3519,rpcrt4.dll:RpcBindingCopy
3520,user32.dll:NotifyWinEvent
3521,advapi32.dll:RegQueryMultipleValuesA
3522,advapi32.dll:GetCurrentHwProfileA
3523,advapi32.dll:RegQueryMultipleValuesW
3524,advapi32.dll:AreAnyAccessesGranted
3525,shell32.dll:SHBindToParent
3526,ole32.dll:HWND_UserSize
3527,ole32.dll:CoFileTimeToDosDateTime
3528,ole32.dll:OleIsRunning
3529,ole32.dll:OleMetafilePictFromIconAndLabel
3530,ole32.dll:HGLOBAL_UserMarshal
3531,ole32.dll:CoFileTimeNow
3532,ole32.dll:OleLoad
3533,ole32.dll:HPALETTE_UserSize
3534,ole32.dll:CoCancelCall
3535,ole32.dll:GetRunningObjectTable
3536,ole32.dll:OleBuildVersion
3537,ole32.dll:CoGetCurrentLogicalThreadId
3538,ole32.dll:CreateDataCache
3539,ole32.dll:CoAllowSetForegroundWindow
3540,ole32.dll:CoUnmarshalHresult
3541,ole32.dll:HICON_UserMarshal
3542,kernel32.dll:RtlMoveMemory
3543,kernel32.dll:SetCalendarInfoA
3544,kernel32.dll:GlobalFix
3545,kernel32.dll:GetTapePosition
3546,kernel32.dll:GetSystemTimes
3547,kernel32.dll:GetConsoleAliasExesLengthA
3548,kernel32.dll:FindFirstVolumeMountPointW
3549,kernel32.dll:EnumDateFormatsW
3550,kernel32.dll:CommConfigDialogW
3551,kernel32.dll:RtlFillMemory
3552,user32.dll:WINNLSGetEnableStatus
3553,user32.dll:GetWindowModuleFileName
3554,user32.dll:EnumDesktopWindows
3555,user32.dll:DlgDirListComboBoxA
3556,user32.dll:DeregisterShellHookWindow
3557,user32.dll:GetKBCodePage
3558,gdi32.dll:PolyTextOutA
3559,gdi32.dll:RemoveFontResourceExA
3560,gdi32.dll:STROBJ_bEnum
3561,gdi32.dll:SetICMMode
3562,gdi32.dll:XLATEOBJ_piVector
3563,gdi32.dll:GetOutlineTextMetricsA
3564,gdi32.dll:GetGraphicsMode
3565,gdi32.dll:GetGlyphOutlineWow
3566,gdi32.dll:GdiValidateHandle
3567,gdi32.dll:GdiResetDCEMF
3568,gdi32.dll:GdiProcessSetup
3569,gdi32.dll:GdiInitializeLanguagePack
3570,gdi32.dll:GdiEntry10
3571,gdi32.dll:EngStretchBltROP
3572,gdi32.dll:EngCreateClip
3573,gdi32.dll:EngCreateBitmap
3574,gdi32.dll:GetLayout
3575,gdi32.dll:GetPixelFormat
3576,gdi32.dll:GetFontLanguageInfo
3577,shell32.dll:ShellExecuteEx
3578,shell32.dll:SHPathPrepareForWriteA
3579,shell32.dll:SHGetPathFromIDList
3580,shell32.dll:SHGetDiskFreeSpaceExW
3581,shell32.dll:SHGetDiskFreeSpaceA
3582,shell32.dll:SHGetDataFromIDListA
3583,shell32.dll:SHEmptyRecycleBinA
3584,shell32.dll:SHCreateDirectoryExA
3585,shell32.dll:DuplicateIcon
3586,shell32.dll:DragQueryFile
3587,ole32.dll:CoResumeClassObjects
3588,kernel32.dll:SetConsoleTitleA
3589,ws2_32.dll:getnameinfo
3590,msftedit.dll:RichListBoxWndProc
3591,msftedit.dll:SetCustomTextOutHandlerEx
3592,msftedit.dll:RichEditWndProc
3593,msftedit.dll:RichComboBoxWndProc
3594,shell32.dll:DllUnregisterServer
3595,shell32.dll:ShellMessageBoxA
3596,shell32.dll:SHGetSettings
3597,shell32.dll:StrChrA
3598,shell32.dll:SHFree
3599,kernel32.dll:GetCommConfig
3600,kernel32.dll:WritePrivateProfileStructW
3601,kernel32.dll:SetProcessShutdownParameters
3602,kernel32.dll:PurgeComm
3603,kernel32.dll:WritePrivateProfileSectionA
3604,kernel32.dll:LocalCompact
3605,kernel32.dll:WaitCommEvent
3606,kernel32.dll:BackupRead
3607,kernel32.dll:GetPrivateProfileStructA
3608,kernel32.dll:FindNextVolumeMountPointA
3609,kernel32.dll:CommConfigDialogA
3610,kernel32.dll:GetThreadPriorityBoost
3611,kernel32.dll:IsBadStringPtrW
3612,kernel32.dll:GetCompressedFileSizeW
3613,kernel32.dll:DnsHostnameToComputerNameW
3614,kernel32.dll:EnumDateFormatsExW
3615,kernel32.dll:_hread
3616,user32.dll:SetShellWindow
3617,user32.dll:DlgDirListW
3618,user32.dll:DdeGetData
3619,olepro32.dll:OleLoadPicture
3620,iphlpapi.dll:IcmpCreateFile
3621,iphlpapi.dll:IcmpCloseHandle
3622,ole32.dll:CoGetInstanceFromFile
3623,winmm.dll:midiOutSetVolume
3624,winmm.dll:midiOutGetVolume
3625,urlmon.dll:CopyBindInfo
3626,urlmon.dll:HlinkNavigateMoniker
3627,urlmon.dll:CoGetClassObjectFromURL
3628,ole32.dll:CoReleaseServerProcess
3629,ole32.dll:CoAddRefServerProcess
3630,winhttp.dll:WinHttpCrackUrl
